,X2,gene_name,V2
7588,ENSFALG00000007771,LSM14A,LSM14A
7589,ENSFALG00000007772,DDIAS,ENSFALG00000007772
7590,ENSFALG00000007772,DDIAS,ENSFALG00000007772
7591,ENSFALG00000007773,Maml1,MAML1
7592,ENSFALG00000007774,DDIAS,ENSFALG00000007774
7593,ENSFALG00000007776,PRCP,PRCP
7594,ENSFALG00000007777,LTC4S,ENSFALG00000007777
7595,ENSFALG00000007778,TBX5,TBX5
7596,ENSFALG00000007779,KCTD15,KCTD15
7597,ENSFALG00000007780,Fam181b,ENSFALG00000007780
7598,ENSFALG00000007780,Fam181b,ENSFALG00000007780
7599,ENSFALG00000007781,CHST8,CHST8
7600,ENSFALG00000007782,TNKS2,TNKS2
7601,ENSFALG00000007783,PEPD,PEPD
7602,ENSFALG00000007784,CTNND2,CTNND2
7603,ENSFALG00000007785,Cebpa,CEBPA
7604,ENSFALG00000007786,MGAT4B,MGAT4B
7605,ENSFALG00000007787,Cyp2j6,ENSFALG00000007787
7606,ENSFALG00000007788,Cyp2j6,ENSFALG00000007788
7607,ENSFALG00000007789,Cyp2j6,ENSFALG00000007789
7608,ENSFALG00000007790,SLC7A10,SLC7A10
7609,ENSFALG00000007791,EIF3G,EIF3G
7610,ENSFALG00000007792,Tbx3,TBX3
7611,ENSFALG00000007793,DAP,ENSFALG00000007793
7612,ENSFALG00000007794,ME3,ME3
7613,ENSFALG00000007795,SLC6A2,SLC6A2
7614,ENSFALG00000007796,ANKRD33B,ANKRD33B
7615,ENSFALG00000007797,Snrnp48,SNRNP48
7616,ENSFALG00000007798,FASLG,FASLG
7617,ENSFALG00000007799,ROPN1L,ROPN1L
7618,ENSFALG00000007800,Tbc1d12,TBC1D12
7619,ENSFALG00000007801,SUCO,SUCO
7620,ENSFALG00000007802,MARCHF6,MARCH6
7621,ENSFALG00000007803,SQSTM1,SQSTM1
7622,ENSFALG00000007804,Cyp2j5,ENSFALG00000007804
7623,ENSFALG00000007805,Rundc3b,RUNDC3B
7624,ENSFALG00000007806,DNM3,DNM3
7625,ENSFALG00000007807,NOC3L,NOC3L
7626,ENSFALG00000007808,SLC25A40,SLC25A40
7627,ENSFALG00000007809,Cmbl,ENSFALG00000007809
7628,ENSFALG00000007810,MED13L,MED13L
7629,ENSFALG00000007811,METTL13,EEF1AKNMT
7630,ENSFALG00000007812,TBC1D9B,TBC1D9B
7631,ENSFALG00000007813,PLCE1,PLCE1
7632,ENSFALG00000007813,PLCE1,PLCE1
7633,ENSFALG00000007814,DBF4,DBF4
7634,ENSFALG00000007816,RNF130,RNF130
7635,ENSFALG00000007817,Lrp3,LRP3
7636,ENSFALG00000007818,ITPA,ITPA
7637,ENSFALG00000007819,Sbk2,SBK2
7638,ENSFALG00000007820,SLC35G1,SLC35G1
7639,ENSFALG00000007821,GPATCH1,GPATCH1
7640,ENSFALG00000007822,LGI1,LGI1
7641,ENSFALG00000007823,CCT5,CCT5
7642,ENSFALG00000007824,Igl1,ENSFALG00000007824
7643,ENSFALG00000007825,VAMP4,VAMP4
7644,ENSFALG00000007826,Myoc,MYOC
7645,ENSFALG00000007827,FRA10AC1,FRA10AC1
7646,ENSFALG00000007828,Igl1,ENSFALG00000007828
7647,ENSFALG00000007828,Igl1,ENSFALG00000007828
7648,ENSFALG00000007828,Igl1,ENSFALG00000007828
7649,ENSFALG00000007829,CA15,ENSFALG00000007829
7650,ENSFALG00000007830,ATPSCKMT,ATPSCKMT
7651,ENSFALG00000007831,DGCR2,DGCR2
7652,ENSFALG00000007832,PRRC2C,PRRC2C
7653,ENSFALG00000007833,ADAM22,ADAM22
7654,ENSFALG00000007834,ESS2,ESS2
7655,ENSFALG00000007835,FLT4,FLT4
7656,ENSFALG00000007835,FLT4,FLT4
7657,ENSFALG00000007836,SEMA5A,SEMA5A
7658,ENSFALG00000007837,PDE6C,PDE6C
7659,ENSFALG00000007838,GSC2,GSC2
7660,ENSFALG00000007839,CAPN10,CAPN10
7661,ENSFALG00000007840,FMO4,FMO4
7662,ENSFALG00000007841,THADA,ENSFALG00000007841
7663,ENSFALG00000007842,SBSPONL,ENSFALG00000007842
7664,ENSFALG00000007843,Fzd4,FZD4
7665,ENSFALG00000007844,CHST13,CHST13
7666,ENSFALG00000007845,Rnpepl1,RNPEPL1
7667,ENSFALG00000007846,TMEM135,TMEM135
7668,ENSFALG00000007847,TXNRD3,TXNRD3
7669,ENSFALG00000007848,CLTCL1,CLTCL1
7670,ENSFALG00000007849,PLXNA1,PLXNA1
7671,ENSFALG00000007850,RAB38,RAB38
7672,ENSFALG00000007851,CHCHD6,CHCHD6
7673,ENSFALG00000007852,FMO4,FMO1
7674,ENSFALG00000007853,CTSC,CTSC
7675,ENSFALG00000007854,Snap29,SNAP29
7676,ENSFALG00000007855,TPRA1,TPRA1
7677,ENSFALG00000007857,MCM2,MCM2
7678,ENSFALG00000007858,Syvn1,ENSFALG00000007858
7679,ENSFALG00000007859,Fn3krp,FN3KRP
7680,ENSFALG00000007860,PODXL2,PODXL2
7681,ENSFALG00000007861,Pi4ka,PI4KA
7682,ENSFALG00000007862,GRM5,GRM5
7683,ENSFALG00000007863,RBP4,RBP4
7684,ENSFALG00000007864,LPCAT2,LPCAT2
7685,ENSFALG00000007865,Ffar4,FFAR4
7686,ENSFALG00000007866,PRRX1,PRRX1
7687,ENSFALG00000007867,KIF15,ENSFALG00000007867
7688,ENSFALG00000007868,Abtb1,ABTB1
7689,ENSFALG00000007869,Cep55,CEP55
7690,ENSFALG00000007870,A33,ENSFALG00000007870
7691,ENSFALG00000007871,SRI,SRI
7692,ENSFALG00000007872,Serpind1,SERPIND1
7693,ENSFALG00000007873,GORAB,GORAB
7694,ENSFALG00000007874,UBE2L3,UBE2L3
7695,ENSFALG00000007875,NTMT2,METTL11B
7696,ENSFALG00000007876,MYOF,MYOF
7697,ENSFALG00000007877,ABCC5,ABCC5
7698,ENSFALG00000007878,TYR,TYR
7699,ENSFALG00000007879,HMGXB3,HMGXB3
7700,ENSFALG00000007880,Ydjc,YDJC
7701,ENSFALG00000007881,KIFAP3,KIFAP3
7702,ENSFALG00000007882,Nox4,NOX4
7703,ENSFALG00000007883,MGLL,MGLL
7704,ENSFALG00000007884,CAPN1,ENSFALG00000007884
7705,ENSFALG00000007885,KBTBD12,KBTBD12
7706,ENSFALG00000007886,STEAP4,STEAP4
7707,ENSFALG00000007887,Folh1,FOLH1
7708,ENSFALG00000007888,KIFAP3,SCYL3
7709,ENSFALG00000007889,SEC61A1,SEC61A1
7710,ENSFALG00000007890,Sdf2l1,SDF2L1
7711,ENSFALG00000007891,ZNF804B,ZNF804B
7712,ENSFALG00000007892,CACNB1,ENSFALG00000007892
7713,ENSFALG00000007893,FIRRM,C1orf112
7714,ENSFALG00000007894,RUVBL1,RUVBL1
7715,ENSFALG00000007895,NAALAD2,NAALAD2
7716,ENSFALG00000007896,CYP26A1,CYP26A1
7717,ENSFALG00000007897,Kct2,C5orf15
7718,ENSFALG00000007898,Fbxo47,FBXO47
7719,ENSFALG00000007899,Phpt1,ENSFALG00000007899
7720,ENSFALG00000007900,MMP2,MMP2
7721,ENSFALG00000007901,EEFSEC,EEFSEC
7722,ENSFALG00000007902,VDAC1,VDAC1
7723,ENSFALG00000007903,CHORDC1,CHORDC1
7724,ENSFALG00000007904,SELE,ENSFALG00000007904
7725,ENSFALG00000007905,CSF1R,CSF1R
7726,ENSFALG00000007906,Cd163,ENSFALG00000007906
7727,ENSFALG00000007907,IRX6,IRX6
7728,ENSFALG00000007907,Irx6,IRX6
7729,ENSFALG00000007908,TOP3B,TOP3B
7730,ENSFALG00000007909,TCF7,TCF7
7731,ENSFALG00000007910,Gata2,GATA2
7732,ENSFALG00000007911,Irx5,ENSFALG00000007911
7733,ENSFALG00000007912,RXRG,RXRG
7734,ENSFALG00000007913,CYP26C1,CYP26C1
7735,ENSFALG00000007914,FTO,FTO
7736,ENSFALG00000007915,EXOC6,EXOC6
7737,ENSFALG00000007916,Slc39a11,ENSFALG00000007916
7738,ENSFALG00000007917,SKP1,SKP1
7739,ENSFALG00000007919,GDF1,ENSFALG00000007919
7740,ENSFALG00000007921,HHEX,HHEX
7741,ENSFALG00000007922,RPN1,RPN1
7742,ENSFALG00000007923,EIF2B5,EIF2B5
7743,ENSFALG00000007924,PPP2CA,PPP2CA
7744,ENSFALG00000007925,Lmx1a,LMX1A
7745,ENSFALG00000007926,PPM1F,PPM1F
7746,ENSFALG00000007927,TDRD3,TDRD3
7747,ENSFALG00000007928,JADE2,JADE2
7748,ENSFALG00000007929,KIF11,KIF11
7749,ENSFALG00000007930,RAB7A,RAB7A
7750,ENSFALG00000007931,SAR1B,SAR1B
7751,ENSFALG00000007932,Dvl3,DVL3
7752,ENSFALG00000007934,PBX1,PBX1
7753,ENSFALG00000007935,MAPK1,MAPK1
7754,ENSFALG00000007936,HMCES,HMCES
7755,ENSFALG00000007938,SEC24A,SEC24A
7756,ENSFALG00000007939,PDGFRB,PDGFRB
7757,ENSFALG00000007940,DIAPH3,DIAPH3
7758,ENSFALG00000007941,NUF2,NUF2
7759,ENSFALG00000007942,CAMLG,CAMLG
7760,ENSFALG00000007944,CDX1,ENSFALG00000007944
7761,ENSFALG00000007945,Rasal3,ENSFALG00000007945
7762,ENSFALG00000007946,YPEL1,ENSFALG00000007946
7763,ENSFALG00000007947,DDX46,DDX46
7764,ENSFALG00000007948,IDE,IDE
7765,ENSFALG00000007949,AP2M1,AP2M1
7766,ENSFALG00000007950,MARCHF5,MARCH5
7767,ENSFALG00000007951,COPG1,COPG1
7768,ENSFALG00000007952,CPEB3,CPEB3
7769,ENSFALG00000007953,LRRC52,LRRC52
7770,ENSFALG00000007954,C13H5orf24,C5orf24
7771,ENSFALG00000007955,PPIL2,PPIL2
7772,ENSFALG00000007956,RPS3,ENSFALG00000007956
7773,ENSFALG00000007957,Txndc15,TXNDC15
7774,ENSFALG00000007958,MGST3,MGST3
7775,ENSFALG00000007959,BTAF1,BTAF1
7776,ENSFALG00000007960,Pcbd2,PCBD2
7777,ENSFALG00000007961,SLC6A7,SLC6A7
7778,ENSFALG00000007962,ALDH9A1,ALDH9A1
7779,ENSFALG00000007963,DUSP11,ENSFALG00000007963
7780,ENSFALG00000007964,ABCF3,ABCF3
7781,ENSFALG00000007965,Pitx1,PITX1
7782,ENSFALG00000007966,Tmco1,TMCO1
7783,ENSFALG00000007967,CCNJ,CCNJ
7784,ENSFALG00000007968,FCHSD2,FCHSD2
7785,ENSFALG00000007969,ZNF518A,ZNF518A
7786,ENSFALG00000007970,P2RY6,P2RY6
7787,ENSFALG00000007971,BLNK,BLNK
7788,ENSFALG00000007972,MACROH2A1,H2AFY
7789,ENSFALG00000007973,UCK2,UCK2
7790,ENSFALG00000007973,Uck2,UCK2
7791,ENSFALG00000007974,HIRA,HIRA
7792,ENSFALG00000007975,Pcdh17,PCDH17
7793,ENSFALG00000007976,ARHGEF17,ARHGEF17
7794,ENSFALG00000007977,OLFM4,OLFM4
7795,ENSFALG00000007978,CXCL14,CXCL14
7796,ENSFALG00000007979,DNTT,DNTT
7797,ENSFALG00000007980,KLHL20,KLHL20
7798,ENSFALG00000007981,Mrpl40,MRPL40
7799,ENSFALG00000007982,PCDH8,PCDH8
7800,ENSFALG00000007983,CENPL,CENPL
7801,ENSFALG00000007984,DARS2,DARS2
7802,ENSFALG00000007985,SLC25A48,SLC25A48
7803,ENSFALG00000007986,RELT,RELT
7804,ENSFALG00000007987,C18H22orf39,ENSFALG00000007987
7805,ENSFALG00000007988,CNMD,CNMD
7806,ENSFALG00000007989,CAMK2A,ENSFALG00000007989
7807,ENSFALG00000007990,Ufd1,UFD1
7808,ENSFALG00000007991,RGS8,RGS8
7809,ENSFALG00000007992,ARSI,ARSI
7810,ENSFALG00000007995,CDC45,CDC45
7811,ENSFALG00000007996,Vent1,ENSFALG00000007996
7812,ENSFALG00000007997,Phf13,ENSFALG00000007997
7813,ENSFALG00000007998,RGS16,ENSFALG00000007998
7814,ENSFALG00000007999,SUGT1,SUGT1
7815,ENSFALG00000008000,FAM168A,FAM168A
7816,ENSFALG00000008001,Il9,ENSFALG00000008001
7817,ENSFALG00000008002,RNASEL,ENSFALG00000008002
7818,ENSFALG00000008003,FBXL21,ENSFALG00000008003
7819,ENSFALG00000008004,Tcof1,ENSFALG00000008004
7820,ENSFALG00000008004,Tcof1,ENSFALG00000008004
7821,ENSFALG00000008005,VWA5B2,VWA5B2
7822,ENSFALG00000008006,KNDC1,KNDC1
7823,ENSFALG00000008007,PLEKHB1,PLEKHB1
7824,ENSFALG00000008008,ELF1,ELF1
7825,ENSFALG00000008009,RGSL1,ENSFALG00000008009
7826,ENSFALG00000008010,SEPTIN5,ENSFALG00000008010
7827,ENSFALG00000008011,RAB6A,RAB6A
7828,ENSFALG00000008012,RGSL1,ENSFALG00000008012
7829,ENSFALG00000008013,GLUL,GLUL
7830,ENSFALG00000008015,MRPL48,MRPL48
7831,ENSFALG00000008017,ZNF92,ENSFALG00000008017
7832,ENSFALG00000008018,CD74,CD74
7833,ENSFALG00000008019,LECT2,ENSFALG00000008019
7834,ENSFALG00000008019,LECT2,ENSFALG00000008019
7835,ENSFALG00000008020,CACNA1E,CACNA1E
7836,ENSFALG00000008021,ALG3,ALG3
7837,ENSFALG00000008022,WBP4,WBP4
7838,ENSFALG00000008023,ADGRA1,ADGRA1
7839,ENSFALG00000008024,EEF1AKMT4,EEF1AKMT4
7840,ENSFALG00000008025,PAAF1,PAAF1
7841,ENSFALG00000008027,ECE2,ENSFALG00000008027
7842,ENSFALG00000008028,SEPTIN5,ENSFALG00000008028
7843,ENSFALG00000008029,RPS14,RPS14
7844,ENSFALG00000008030,STX6,STX6
7845,ENSFALG00000008031,ENTPD1,ENTPD1
7846,ENSFALG00000008032,NDST1,NDST1
7847,ENSFALG00000008033,Ece2,ENSFALG00000008033
7848,ENSFALG00000008035,TGFBI,TGFBI
7849,ENSFALG00000008036,MTRF1,MTRF1
7850,ENSFALG00000008037,PSMD2,PSMD2
7851,ENSFALG00000008038,Pla2g16,ENSFALG00000008038
7852,ENSFALG00000008039,SYNPO,ENSFALG00000008039
7853,ENSFALG00000008040,CPN1,CPN1
7854,ENSFALG00000008041,TBX1,ENSFALG00000008041
7855,ENSFALG00000008043,KIAA1614,ENSFALG00000008043
7856,ENSFALG00000008044,MYOZ3,MYOZ3
7857,ENSFALG00000008045,DNAJB13,DNAJB13
7858,ENSFALG00000008046,la,ENSFALG00000008046
7859,ENSFALG00000008047,KIAA1614,ENSFALG00000008047
7860,ENSFALG00000008048,NAA16,NAA16
7861,ENSFALG00000008049,Iapp,ENSFALG00000008049
7862,ENSFALG00000008050,Rgcc,RGCC
7863,ENSFALG00000008051,Rbm22,RBM22
7864,ENSFALG00000008052,DAB1,ENSFALG00000008052
7865,ENSFALG00000008053,SLCO1A2,SLCO1A2
7866,ENSFALG00000008054,DNMBP,DNMBP
7867,ENSFALG00000008055,Xpr1,XPR1
7868,ENSFALG00000008056,GNB1L,GNB1L
7869,ENSFALG00000008056,GNB1L,GNB1L
7870,ENSFALG00000008060,CRHR1,ENSFALG00000008060
7871,ENSFALG00000008061,Hunk,HUNK
7872,ENSFALG00000008062,Cyc1,CYC1
7873,ENSFALG00000008063,EIF4G1,EIF4G1
7874,ENSFALG00000008064,EMCN,EMCN
7875,ENSFALG00000008065,TXNRD2,TXNRD2
7876,ENSFALG00000008066,Col7a1,ENSFALG00000008066
7877,ENSFALG00000008067,SMAD5,SMAD5
7878,ENSFALG00000008069,COMT,COMT
7879,ENSFALG00000008070,ACBD6,ACBD6
7880,ENSFALG00000008071,Folr3,ENSFALG00000008071
7881,ENSFALG00000008072,PPP3CA,PPP3CA
7882,ENSFALG00000008073,VWA8,VWA8
7883,ENSFALG00000008075,LHX4,LHX4
7884,ENSFALG00000008076,Scaf4,ENSFALG00000008076
7885,ENSFALG00000008077,C4orf33,C4orf33
7886,ENSFALG00000008078,Dctn4,DCTN4
7887,ENSFALG00000008078,DCTN4,DCTN4
7888,ENSFALG00000008079,TRPC7,TRPC7
7889,ENSFALG00000008080,ITGB3,ENSFALG00000008080
7890,ENSFALG00000008081,SCLT1,SCLT1
7891,ENSFALG00000008082,Qsox1,QSOX1
7892,ENSFALG00000008083,JADE1,JADE1
7893,ENSFALG00000008084,Or52b2,ENSFALG00000008084
7894,ENSFALG00000008085,Or52b2,ENSFALG00000008085
7895,ENSFALG00000008086,Pgrmc2,PGRMC2
7896,ENSFALG00000008087,RPS11,RPS11
7897,ENSFALG00000008088,HNRNPL,ENSFALG00000008088
7898,ENSFALG00000008089,Gpx3,GPX3
7899,ENSFALG00000008090,ABCC2,ENSFALG00000008090
7900,ENSFALG00000008091,BANK1,ENSFALG00000008091
7901,ENSFALG00000008092,SOD1,SOD1
7902,ENSFALG00000008093,Arvcf,ARVCF
7903,ENSFALG00000008093,ARVCF,ARVCF
7904,ENSFALG00000008094,Fam160a2,FAM160A2
7905,ENSFALG00000008095,TNIP1,TNIP1
7906,ENSFALG00000008096,Bank1,ENSFALG00000008096
7907,ENSFALG00000008097,TLK2,ENSFALG00000008097
7908,ENSFALG00000008097,TLK2,ENSFALG00000008097
7909,ENSFALG00000008098,LARP1B,LARP1B
7910,ENSFALG00000008099,Haus4,ENSFALG00000008099
7911,ENSFALG00000008100,FAM131A,FAM131A
7912,ENSFALG00000008101,SPOCK1,SPOCK1
7913,ENSFALG00000008102,Prr5,ENSFALG00000008102
7914,ENSFALG00000008103,dgkh,ENSFALG00000008103
7915,ENSFALG00000008104,SLC39A8,SLC39A8
7916,ENSFALG00000008105,KLHL3,KLHL3
7917,ENSFALG00000008106,DGKH,ENSFALG00000008106
7918,ENSFALG00000008107,HSPB7L,ENSFALG00000008107
7919,ENSFALG00000008108,RASSF6,RASSF6
7920,ENSFALG00000008110,SLCO1C1,SLCO1C1
7921,ENSFALG00000008111,AKAP11,AKAP11
7922,ENSFALG00000008112,CXCL8,ENSFALG00000008112
7923,ENSFALG00000008113,CEP350,CEP350
7924,ENSFALG00000008115,ANXA6,ANXA6
7925,ENSFALG00000008116,TLK2,TLK2
7926,ENSFALG00000008117,TNFSF11,TNFSF11
7927,ENSFALG00000008118,CLCN2,CLCN2
7928,ENSFALG00000008119,ABHD18,ABHD18
7929,ENSFALG00000008120,Cxcl2,ENSFALG00000008120
7930,ENSFALG00000008121,Cnga4,CNGA4
7931,ENSFALG00000008122,MRC2,MRC2
7932,ENSFALG00000008123,EPSTI1,EPSTI1
7933,ENSFALG00000008124,CCKBR,CCKBR
7934,ENSFALG00000008125,MFSD8,MFSD8
7935,ENSFALG00000008126,MTHFD2L,MTHFD2L
7936,ENSFALG00000008127,SPATA16,ENSFALG00000008127
7937,ENSFALG00000008128,Dnajc15,DNAJC15
7938,ENSFALG00000008129,Smpd1,ENSFALG00000008129
7939,ENSFALG00000008130,TANGO2,TANGO2
7940,ENSFALG00000008131,PLK4,PLK4
7941,ENSFALG00000008132,HSPA4L,HSPA4L
7942,ENSFALG00000008133,NHLRC3,NHLRC3
7943,ENSFALG00000008134,ENOX1,ENOX1
7944,ENSFALG00000008135,TOR1AIP2,TOR1AIP2
7945,ENSFALG00000008136,NFKB1,NFKB1
7946,ENSFALG00000008136,NFKB1,NFKB1
7947,ENSFALG00000008137,APBB1,APBB1
7948,ENSFALG00000008138,PROSER1,PROSER1
7949,ENSFALG00000008139,CCDC122,CCDC122
7950,ENSFALG00000008140,ADAMTSL2,ENSFALG00000008140
7951,ENSFALG00000008141,Epgn,EPGN
7952,ENSFALG00000008142,Intu,INTU
7953,ENSFALG00000008143,LACC1,ENSFALG00000008143
7954,ENSFALG00000008144,FAM163A,FAM163A
7955,ENSFALG00000008145,TSC22D1,ENSFALG00000008145
7956,ENSFALG00000008146,STOML3,STOML3
7957,ENSFALG00000008147,EREG,EREG
7958,ENSFALG00000008148,TDRD5,TDRD5
7959,ENSFALG00000008149,DGCR8,DGCR8
7960,ENSFALG00000008150,TSC22D1,ENSFALG00000008150
7961,ENSFALG00000008151,AREG,AREG
7962,ENSFALG00000008152,NPHS2,NPHS2
7963,ENSFALG00000008153,NUFIP1,NUFIP1
7964,ENSFALG00000008154,CHRD,CHRD
7965,ENSFALG00000008155,Axdnd1,ENSFALG00000008155
7966,ENSFALG00000008156,Slc7a2,ENSFALG00000008156
7967,ENSFALG00000008157,TRIM3,TRIM3
7968,ENSFALG00000008158,C4,ENSFALG00000008158
7969,ENSFALG00000008159,GPALPP1,GPALPP1
7970,ENSFALG00000008160,FAT4,FAT4
7971,ENSFALG00000008161,SOAT1,SOAT1
7972,ENSFALG00000008162,TRMT2A,TRMT2A
7973,ENSFALG00000008163,FREM2,FREM2
7974,ENSFALG00000008164,UFM1,UFM1
7975,ENSFALG00000008165,DGCR8,RANBP1
7976,ENSFALG00000008166,GTF2F2,ENSFALG00000008166
7977,ENSFALG00000008167,MANBA,MANBA
7978,ENSFALG00000008168,ARFIP2,ARFIP2
7979,ENSFALG00000008169,CCDC69,CCDC69
7980,ENSFALG00000008170,Uso1,USO1
7981,ENSFALG00000008170,USO1,USO1
7982,ENSFALG00000008171,RRP8,ENSFALG00000008171
7983,ENSFALG00000008172,ANKRD50,ANKRD50
7984,ENSFALG00000008173,Ube2d3,UBE2D3
7985,ENSFALG00000008174,THPO,ENSFALG00000008174
7986,ENSFALG00000008175,SPRY1,SPRY1
7987,ENSFALG00000008176,TRPC4,TRPC4
7988,ENSFALG00000008177,POLR2H,POLR2H
7989,ENSFALG00000008178,Gm2a,GM2A
7990,ENSFALG00000008179,Cisd2,CISD2
7991,ENSFALG00000008180,Tpt1,TPT1
7992,ENSFALG00000008181,AFG2A,SPATA5
7993,ENSFALG00000008182,EPHB3,EPHB3
7994,ENSFALG00000008183,ILK,ILK
7995,ENSFALG00000008184,ABL2,ABL2
7996,ENSFALG00000008185,CUTC,CUTC
7997,ENSFALG00000008186,SLC36A1,SLC36A1
7998,ENSFALG00000008187,ZDHHC8,ZDHHC8
7999,ENSFALG00000008188,SLC25A30,SLC25A30
8000,ENSFALG00000008189,SLC9B2,ENSFALG00000008189
8001,ENSFALG00000008190,Tor3a,TOR3A
8002,ENSFALG00000008191,SENP5,SENP5
8003,ENSFALG00000008192,COG3,COG3
8004,ENSFALG00000008193,FAM20B,FAM20B
8005,ENSFALG00000008194,NUDT6,NUDT6
8006,ENSFALG00000008195,SIAH3,SIAH3
8007,ENSFALG00000008196,ZC3H13,ZC3H13
8008,ENSFALG00000008197,Cox15,ENSFALG00000008197
8009,ENSFALG00000008198,G3BP2,G3BP2
8010,ENSFALG00000008199,Fgf2,FGF2
8011,ENSFALG00000008200,BDH2,BDH2
8012,ENSFALG00000008201,AHSG,AHSG
8013,ENSFALG00000008202,FAT2,FAT2
8014,ENSFALG00000008203,Taf10,TAF10
8015,ENSFALG00000008204,CPB2,CPB2
8016,ENSFALG00000008205,PGAM5,PGAM5
8017,ENSFALG00000008206,Bbs12,BBS12
8018,ENSFALG00000008207,Cenpe,ENSFALG00000008207
8019,ENSFALG00000008208,LCP1,LCP1
8020,ENSFALG00000008209,Atp6v0e2,ENSFALG00000008209
8021,ENSFALG00000008210,CETN1,ENSFALG00000008210
8022,ENSFALG00000008211,RALGPS2,RALGPS2
8023,ENSFALG00000008212,IL21,ENSFALG00000008212
8024,ENSFALG00000008213,FETUB,FETUB
8025,ENSFALG00000008214,DCHS1,TPP1
8026,ENSFALG00000008215,Cenpe,ENSFALG00000008215
8027,ENSFALG00000008216,Il15,ENSFALG00000008216
8028,ENSFALG00000008217,ANKLE2,ANKLE2
8029,ENSFALG00000008218,RUBCNL,RUBCNL
8030,ENSFALG00000008219,ADAD1,ADAD1
8031,ENSFALG00000008220,HRG,ENSFALG00000008220
8032,ENSFALG00000008221,Entpd7,ENTPD7
8033,ENSFALG00000008222,POSTN,POSTN
8034,ENSFALG00000008222,POSTN,POSTN
8035,ENSFALG00000008223,GOLGA3,GOLGA3
8036,ENSFALG00000008224,Rsph4a,RSPH6A
8037,ENSFALG00000008225,UQCRC1,UQCRC1
8038,ENSFALG00000008226,KNG1,ENSFALG00000008226
8039,ENSFALG00000008227,DCHS1,ENSFALG00000008227
8040,ENSFALG00000008229,SLC26A6,SLC26A6
8041,ENSFALG00000008230,EIF4A2,EIF4A2
8042,ENSFALG00000008231,Lcmt2,LCMT2
8043,ENSFALG00000008232,TACR3,TACR3
8044,ENSFALG00000008233,ALB,ENSFALG00000008233
8045,ENSFALG00000008233,ALB,ENSFALG00000008233
8046,ENSFALG00000008234,LRCH1,LRCH1
8047,ENSFALG00000008235,CHFR,CHFR
8048,ENSFALG00000008236,RFC4,RFC4
8049,ENSFALG00000008237,ANGPTL1,ANGPTL1
8050,ENSFALG00000008238,Sparc,SPARC
8051,ENSFALG00000008238,Sparc,SPARC
8052,ENSFALG00000008239,MCF2L2,MCF2L2
8053,ENSFALG00000008240,Slc25a28,SLC25A28
8054,ENSFALG00000008241,TET2,TET2
8055,ENSFALG00000008242,BLTP1,KIAA1109
8056,ENSFALG00000008243,LAMP3,ENSFALG00000008243
8057,ENSFALG00000008244,FBRSL1,FBRSL1
8058,ENSFALG00000008245,NKX2-3,NKX2-3
8059,ENSFALG00000008246,PPA2,PPA2
8060,ENSFALG00000008247,Rasal2,RASAL2
8061,ENSFALG00000008248,Atox1,ENSFALG00000008248
8062,ENSFALG00000008249,ESD,ESD
8063,ENSFALG00000008250,Celsr3,CELSR3
8064,ENSFALG00000008251,HTR2A,HTR2A
8065,ENSFALG00000008252,Mccc1,MCCC1
8066,ENSFALG00000008253,G3BP1,G3BP1
8067,ENSFALG00000008254,SUCLA2,SUCLA2
8068,ENSFALG00000008255,Galnt9,GALNT9
8069,ENSFALG00000008256,ARHGEF38,ARHGEF38
8070,ENSFALG00000008257,Got1,GOT1
8071,ENSFALG00000008258,NUDT15,NUDT15
8072,ENSFALG00000008259,NOC4L,NOC4L
8073,ENSFALG00000008260,SUPT20H,SUPT20H
8074,ENSFALG00000008261,MED4,MED4
8075,ENSFALG00000008262,EXOSC8,EXOSC8
8076,ENSFALG00000008263,Ints12,INTS12
8077,ENSFALG00000008264,EP400,EP400
8078,ENSFALG00000008265,GLRA1,GLRA1
8079,ENSFALG00000008266,Rfxank,ENSFALG00000008266
8080,ENSFALG00000008267,ALG5,ALG5
8081,ENSFALG00000008268,NMUR2,NMUR2
8082,ENSFALG00000008269,Nr2c2ap,NR2C2AP
8083,ENSFALG00000008270,SEC16B,SEC16B
8084,ENSFALG00000008270,SEC16B,SEC16B
8085,ENSFALG00000008271,GSTCD,GSTCD
8086,ENSFALG00000008272,ITM2B,ITM2B
8087,ENSFALG00000008273,PUS1,PUS1
8088,ENSFALG00000008274,GRIA1,GRIA1
8089,ENSFALG00000008275,Dcun1d1,DCUN1D1
8090,ENSFALG00000008276,ULK1,ULK1
8091,ENSFALG00000008277,CNNM1,CNNM1
8092,ENSFALG00000008279,NCAN,NCAN
8093,ENSFALG00000008280,Smad9,ENSFALG00000008280
8094,ENSFALG00000008280,SMAD9,ENSFALG00000008280
8095,ENSFALG00000008281,HPSE2,HPSE2
8096,ENSFALG00000008282,BRINP2,BRINP2
8097,ENSFALG00000008283,SUSD2,SUSD2
8098,ENSFALG00000008284,ATP11B,ATP11B
8099,ENSFALG00000008285,GRB14,GRB14
8100,ENSFALG00000008286,Trpc3,TRPC3
8101,ENSFALG00000008287,ANKRD17,ANKRD17
8102,ENSFALG00000008288,FAM114A2,FAM114A2
8103,ENSFALG00000008289,NCKIPSD,NCKIPSD
8104,ENSFALG00000008290,KREMEN1,KREMEN1
8105,ENSFALG00000008291,BBS7,BBS7
8106,ENSFALG00000008292,Hapln4,HAPLN4
